BLM,ELM,Special Case,Co. Seq.,Feat Seq Nbr,ID_NUMBER,Feature_Type,Feat_Width,Feature_Composition,
0.52,0.6,0-NONE ,1,17,3305395001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
0.52,0.6,0-NONE ,1,19,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.6,0.75,0-NONE ,1,1,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.6,0.75,0-NONE ,1,2,3305395001,PAVEMENT,26,PORTLAND CEMENT CONCRETE,
0.6,0.75,0-NONE ,1,3,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
0.6,0.75,0-NONE ,1,4,3305395001,PAVEMENT,26,PORTLAND CEMENT CONCRETE,
0.6,0.75,0-NONE ,1,5,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.75,0.87,0-NONE ,1,1,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.75,0.87,0-NONE ,1,2,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
0.75,0.87,0-NONE ,1,3,3305395001,DRAINAGE,,CURB ONLY,
0.75,0.87,0-NONE ,1,4,3305395001,MEDIAN,4,NON-MOUNTABLE (CONCRETE),
0.75,0.87,0-NONE ,1,5,3305395001,DRAINAGE,,CURB ONLY,
0.75,0.87,0-NONE ,1,6,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
0.75,0.87,0-NONE ,1,7,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.87,1.57,0-NONE ,1,1,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.87,1.57,0-NONE ,1,2,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
0.87,1.57,0-NONE ,1,3,3305395001,DRAINAGE,,CURB ONLY,
0.87,1.57,0-NONE ,1,4,3305395001,MEDIAN,16,GRASS PLOT,
0.87,1.57,0-NONE ,1,5,3305395001,DRAINAGE,,CURB ONLY,
0.87,1.57,0-NONE ,1,6,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
0.87,1.57,0-NONE ,1,7,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
1.57,1.706,0-NONE ,1,1,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
1.57,1.706,0-NONE ,1,4,3305395001,PAVEMENT,26,PORTLAND CEMENT CONCRETE,
1.57,1.706,0-NONE ,1,7,3305395001,DRAINAGE,,CURB ONLY,
1.57,1.706,0-NONE ,1,9,3305395001,MEDIAN,16,GRASS PLOT,
1.57,1.706,0-NONE ,1,11,3305395001,DRAINAGE,,CURB ONLY,
1.57,1.706,0-NONE ,1,14,3305395001,PAVEMENT,26,ASPHALT CONCRETE,
1.57,1.706,0-NONE ,1,17,3305395001,DRAINAGE,,CURB AND GUTTER,
1.706,1.75,0-NONE ,1,9,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
1.706,1.75,0-NONE ,1,12,3305395001,PAVEMENT,48,PORTLAND CEMENT CONCRETE,
1.706,1.75,0-NONE ,1,14,3305395001,PARKING LANE,8,PORTLAND CEMENT CONCRETE,
1.706,1.75,0-NONE ,1,16,3305395001,DRAINAGE,,CURB AND GUTTER,
1.75,1.82,0-NONE ,1,9,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
1.75,1.82,0-NONE ,1,11,3305395001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
1.75,1.82,0-NONE ,1,13,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
1.75,1.82,0-NONE ,1,15,3305395001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
1.75,1.82,0-NONE ,1,17,3305395001,DRAINAGE,,CURB AND GUTTER,
1.82,2.156,0-NONE ,1,9,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
1.82,2.156,0-NONE ,1,11,3305395001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
1.82,2.156,0-NONE ,1,13,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
1.82,2.156,0-NONE ,1,15,3305395001,PARKING LANE,8,PORTLAND CEMENT CONCRETE,
1.82,2.156,0-NONE ,1,17,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.156,2.22,0-NONE ,1,9,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.156,2.22,0-NONE ,1,11,3305395001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
2.156,2.22,0-NONE ,1,13,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.156,2.22,0-NONE ,1,15,3305395001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
2.156,2.22,0-NONE ,1,17,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.22,2.43,0-NONE ,1,9,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.22,2.43,0-NONE ,1,11,3305395001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
2.22,2.43,0-NONE ,1,13,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.22,2.43,0-NONE ,1,15,3305395001,PARKING LANE,8,PORTLAND CEMENT CONCRETE,
2.22,2.43,0-NONE ,1,17,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.43,2.49,0-NONE ,1,9,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.43,2.49,0-NONE ,1,12,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.43,2.49,0-NONE ,1,15,3305395001,DRAINAGE,,CURB AND GUTTER,
2.49,2.56,0-NONE ,1,1,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.49,2.56,0-NONE ,1,3,3305395001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
2.49,2.56,0-NONE ,1,5,3305395001,ACCELERATION/DECELERATION LANE,12,PORTLAND CEMENT CONCRETE,
2.49,2.56,0-NONE ,1,6,3305395001,PAVEMENT,12,PORTLAND CEMENT CONCRETE,
2.49,2.56,0-NONE ,1,7,3305395001,MEDIAN,16,PAINTED,
2.49,2.56,0-NONE ,1,8,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.49,2.56,0-NONE ,1,9,3305395001,SHOULDER (OUTSIDE),6,PORTLAND CEMENT CONCRETE,
2.49,2.56,0-NONE ,1,10,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.56,2.66,0-NONE ,1,1,3305395001,DRAINAGE,,CURB ONLY,
2.56,2.66,0-NONE ,1,4,3305395001,PAVEMENT,12,PORTLAND CEMENT CONCRETE,
2.56,2.66,0-NONE ,1,8,3305395001,LEFT TURN LANE,12,ASPHALT CONCRETE,
2.56,2.66,0-NONE ,1,12,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.56,2.66,0-NONE ,1,14,3305395001,SHOULDER (OUTSIDE),4,PORTLAND CEMENT CONCRETE,
2.56,2.66,0-NONE ,1,16,3305395001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.66,2.73,0-NONE ,1,1,3305395001,DRAINAGE,,CURB AND GUTTER,
2.66,2.73,0-NONE ,1,3,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.66,2.73,0-NONE ,1,5,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.66,2.73,0-NONE ,1,7,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
2.66,2.73,0-NONE ,1,9,3305395001,DRAINAGE,,CURB AND GUTTER,
2.66,2.73,0-NONE ,1,11,3305395001,MEDIAN,2,CONCRETE BARRIER,
2.66,2.73,0-NONE ,1,13,3305395001,DRAINAGE,,CURB AND GUTTER,
2.66,2.73,0-NONE ,1,15,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
2.66,2.73,0-NONE ,1,17,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.66,2.73,0-NONE ,1,19,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.66,2.73,0-NONE ,1,21,3305395001,DRAINAGE,,DITCH - CONC/PAVED,
2.73,2.84,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
2.73,2.84,0-NONE ,1,3,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.73,2.84,0-NONE ,1,5,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.73,2.84,0-NONE ,1,7,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
2.73,2.84,0-NONE ,1,9,3305395001,DRAINAGE,,CURB AND GUTTER,
2.73,2.84,0-NONE ,1,11,3305395001,MEDIAN,2,CONCRETE BARRIER,
2.73,2.84,0-NONE ,1,13,3305395001,DRAINAGE,,CURB AND GUTTER,
2.73,2.84,0-NONE ,1,15,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
2.73,2.84,0-NONE ,1,17,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.73,2.84,0-NONE ,1,19,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.73,2.84,0-NONE ,1,21,3305395001,DRAINAGE,,DITCH - CONC/PAVED,
2.84,2.94,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
2.84,2.94,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.84,2.94,0-NONE ,1,3,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.84,2.94,0-NONE ,1,4,3305395001,LEFT TURN LANE,12,PORTLAND CEMENT CONCRETE,
2.84,2.94,0-NONE ,1,5,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.84,2.94,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.84,2.94,0-NONE ,1,7,3305395001,DRAINAGE,,DITCH - CONC/PAVED,
2.94,3.22,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
2.94,3.22,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.94,3.22,0-NONE ,1,3,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.94,3.22,0-NONE ,1,4,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
2.94,3.22,0-NONE ,1,5,3305395001,DRAINAGE,,CURB AND GUTTER,
2.94,3.22,0-NONE ,1,6,3305395001,MEDIAN,2,CONCRETE BARRIER,
2.94,3.22,0-NONE ,1,7,3305395001,DRAINAGE,,CURB AND GUTTER,
2.94,3.22,0-NONE ,1,8,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
2.94,3.22,0-NONE ,1,9,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
2.94,3.22,0-NONE ,1,10,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.94,3.22,0-NONE ,1,11,3305395001,DRAINAGE,,DITCH,
3.22,3.3,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
3.22,3.3,0-NONE ,1,3,3305395001,SHOULDER (OUTSIDE),12,ASPHALT CONCRETE,
3.22,3.3,0-NONE ,1,5,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.22,3.3,0-NONE ,1,7,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
3.22,3.3,0-NONE ,1,9,3305395001,DRAINAGE,,CURB AND GUTTER,
3.22,3.3,0-NONE ,1,11,3305395001,MEDIAN,2,CONCRETE BARRIER,
3.22,3.3,0-NONE ,1,13,3305395001,DRAINAGE,,CURB AND GUTTER,
3.22,3.3,0-NONE ,1,15,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
3.22,3.3,0-NONE ,1,17,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.22,3.3,0-NONE ,1,19,3305395001,ACCELERATION/DECELERATION LANE,12,PORTLAND CEMENT CONCRETE,
3.22,3.3,0-NONE ,1,20,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.22,3.3,0-NONE ,1,21,3305395001,DRAINAGE,,DITCH - CONC/PAVED,
3.3,3.45,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
3.3,3.45,0-NONE ,1,3,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.3,3.45,0-NONE ,1,5,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.3,3.45,0-NONE ,1,7,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
3.3,3.45,0-NONE ,1,9,3305395001,DRAINAGE,,CURB AND GUTTER,
3.3,3.45,0-NONE ,1,11,3305395001,MEDIAN,2,CONCRETE BARRIER,
3.3,3.45,0-NONE ,1,13,3305395001,DRAINAGE,,CURB AND GUTTER,
3.3,3.45,0-NONE ,1,15,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
3.3,3.45,0-NONE ,1,17,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.3,3.45,0-NONE ,1,19,3305395001,SHOULDER (OUTSIDE),10,PORTLAND CEMENT CONCRETE,
3.3,3.45,0-NONE ,1,21,3305395001,DRAINAGE,,DITCH - CONC/PAVED,
3.45,3.57,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
3.45,3.57,0-NONE ,1,3,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.45,3.57,0-NONE ,1,5,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.45,3.57,0-NONE ,1,7,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
3.45,3.57,0-NONE ,1,9,3305395001,DRAINAGE,,CURB AND GUTTER,
3.45,3.57,0-NONE ,1,11,3305395001,MEDIAN,2,CONCRETE BARRIER,
3.45,3.57,0-NONE ,1,13,3305395001,DRAINAGE,,CURB AND GUTTER,
3.45,3.57,0-NONE ,1,15,3305395001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
3.45,3.57,0-NONE ,1,17,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.45,3.57,0-NONE ,1,19,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.45,3.57,0-NONE ,1,21,3305395001,DRAINAGE,,DITCH,
3.57,3.8,0-NONE ,1,1,3305395001,DRAINAGE,,CURB ONLY,
3.57,3.8,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),12,PORTLAND CEMENT CONCRETE,
3.57,3.8,0-NONE ,1,3,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.57,3.8,0-NONE ,1,4,3305395001,SHOULDER (INSIDE),7,PORTLAND CEMENT CONCRETE,
3.57,3.8,0-NONE ,1,5,3305395001,DRAINAGE,,CURB ONLY,
3.57,3.8,0-NONE ,1,6,3305395001,MEDIAN,2,CONCRETE BARRIER,
3.57,3.8,0-NONE ,1,7,3305395001,DRAINAGE,,CURB ONLY,
3.57,3.8,0-NONE ,1,8,3305395001,SHOULDER (INSIDE),7,PORTLAND CEMENT CONCRETE,
3.57,3.8,0-NONE ,1,9,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.57,3.8,0-NONE ,1,10,3305395001,SHOULDER (OUTSIDE),12,PORTLAND CEMENT CONCRETE,
3.57,3.8,0-NONE ,1,11,3305395001,DRAINAGE,,CURB ONLY,
3.8,3.98,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
3.8,3.98,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),10,PORTLAND CEMENT CONCRETE,
3.8,3.98,0-NONE ,1,3,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.8,3.98,0-NONE ,1,4,3305395001,DRAINAGE,,CURB ONLY,
3.8,3.98,0-NONE ,1,5,3305395001,MEDIAN,4,MOUNTABLE (CONCRETE),
3.8,3.98,0-NONE ,1,6,3305395001,DRAINAGE,,CURB ONLY,
3.8,3.98,0-NONE ,1,7,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.8,3.98,0-NONE ,1,8,3305395001,SHOULDER (OUTSIDE),10,PORTLAND CEMENT CONCRETE,
3.8,3.98,0-NONE ,1,9,3305395001,DRAINAGE,,DITCH,
3.98,4.02,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
3.98,4.02,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.98,4.02,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
3.98,4.02,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,16,ASPHALT CONCRETE,
3.98,4.02,0-NONE ,1,5,3305395001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
3.98,4.02,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.98,4.02,0-NONE ,1,7,3305395001,DRAINAGE,,DITCH,
4.02,4.1,0-NONE ,1,1,3305395001,DRAINAGE,,CURB AND GUTTER,
4.02,4.1,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
4.02,4.1,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.02,4.1,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
4.02,4.1,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.02,4.1,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
4.02,4.1,0-NONE ,1,7,3305395001,DRAINAGE,,DITCH,
4.1,4.46,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
4.1,4.46,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),4,ASPHALT CONCRETE,
4.1,4.46,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.1,4.46,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
4.1,4.46,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.1,4.46,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),4,ASPHALT CONCRETE,
4.1,4.46,0-NONE ,1,7,3305395001,DRAINAGE,,DITCH,
4.46,4.55,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
4.46,4.55,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
4.46,4.55,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.46,4.55,0-NONE ,1,4,3305395001,LEFT TURN LANE,12,ASPHALT CONCRETE,
4.46,4.55,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.46,4.55,0-NONE ,1,6,3305395001,RIGHT TURN LANE,12,ASPHALT CONCRETE,
4.46,4.55,0-NONE ,1,7,3305395001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
4.46,4.55,0-NONE ,1,8,3305395001,DRAINAGE,,DITCH,
4.55,4.65,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
4.55,4.65,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
4.55,4.65,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.55,4.65,0-NONE ,1,4,3305395001,LEFT TURN LANE,24,ASPHALT CONCRETE,
4.55,4.65,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.55,4.65,0-NONE ,1,6,3305395001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
4.55,4.65,0-NONE ,1,7,3305395001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
4.55,4.65,0-NONE ,1,8,3305395001,DRAINAGE,,DITCH,
4.65,4.68,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
4.65,4.68,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
4.65,4.68,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.65,4.68,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
4.65,4.68,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.65,4.68,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),16,ASPHALT CONCRETE,
4.65,4.68,0-NONE ,1,7,3305395001,DRAINAGE,,CURB ONLY,
4.68,4.78,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
4.68,4.78,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
4.68,4.78,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.68,4.78,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
4.68,4.78,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.68,4.78,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
4.68,4.78,0-NONE ,1,7,3305395001,DRAINAGE,,CURB AND GUTTER,
4.78,5.05,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
4.78,5.05,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
4.78,5.05,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.78,5.05,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
4.78,5.05,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
4.78,5.05,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
4.78,5.05,0-NONE ,1,7,3305395001,DRAINAGE,,CURB AND GUTTER,
5.05,5.39,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
5.05,5.39,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
5.05,5.39,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
5.05,5.39,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
5.05,5.39,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
5.05,5.39,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
5.05,5.39,0-NONE ,1,7,3305395001,DRAINAGE,,CURB AND GUTTER,
5.39,5.499,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
5.39,5.499,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
5.39,5.499,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
5.39,5.499,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
5.39,5.499,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
5.39,5.499,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
5.39,5.499,0-NONE ,1,7,3305395001,DRAINAGE,,DITCH,
5.499,5.61,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
5.499,5.61,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
5.499,5.61,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
5.499,5.61,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
5.499,5.61,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
5.499,5.61,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),12,ASPHALT CONCRETE,
5.499,5.61,0-NONE ,1,7,3305395001,DRAINAGE,,DITCH,
5.61,6.224,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
5.61,6.224,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
5.61,6.224,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
5.61,6.224,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
5.61,6.224,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
5.61,6.224,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
5.61,6.224,0-NONE ,1,7,3305395001,DRAINAGE,,CURB AND GUTTER,
6.224,6.27,0-NONE ,1,1,3305395001,DRAINAGE,,CURB AND GUTTER,
6.224,6.27,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),12,ASPHALT CONCRETE,
6.224,6.27,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
6.224,6.27,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
6.224,6.27,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
6.224,6.27,0-NONE ,1,6,3305395001,RIGHT TURN LANE,12,ASPHALT CONCRETE,
6.224,6.27,0-NONE ,1,7,3305395001,DRAINAGE,,CURB AND GUTTER,
6.27,6.46,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
6.27,6.46,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
6.27,6.46,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
6.27,6.46,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
6.27,6.46,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
6.27,6.46,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),7,ASPHALT CONCRETE,
6.27,6.46,0-NONE ,1,7,3305395001,DRAINAGE,,CURB AND GUTTER,
6.46,6.54,0-NONE ,1,1,3305395001,DRAINAGE,,CURB AND GUTTER,
6.46,6.54,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),7,ASPHALT CONCRETE,
6.46,6.54,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
6.46,6.54,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
6.46,6.54,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
6.46,6.54,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),7,ASPHALT CONCRETE,
6.46,6.54,0-NONE ,1,7,3305395001,DRAINAGE,,CURB AND GUTTER,
6.54,6.74,0-NONE ,1,1,3305395001,DRAINAGE,,DITCH,
6.54,6.74,0-NONE ,1,2,3305395001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
6.54,6.74,0-NONE ,1,3,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
6.54,6.74,0-NONE ,1,4,3305395001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
6.54,6.74,0-NONE ,1,5,3305395001,PAVEMENT,24,ASPHALT CONCRETE,
6.54,6.74,0-NONE ,1,6,3305395001,SHOULDER (OUTSIDE),4,ASPHALT CONCRETE,
6.54,6.74,0-NONE ,1,7,3305395001,DRAINAGE,,DITCH,
6.74,6.83,0-NONE ,1,1,3305395001,DRAINAGE,,CURB AND GUTTER,
