Grid_Num,cdotYieldCount,cdotStopCount,eTrimsYieldCount,eTrimsStopCount,trafficSignal,trafficSignalCount,coords,Longitudes,Latitudes,Center_Lat,Center_Long,yieldDifference,stopDifference
393,10,21,5,17,1,2,"-85.29407194222858, 35.08073657452945, -85.29652252380498, 35.076492042731104, -85.30142368695783, 35.076492042731104, -85.30387426853417, 35.08073657452945, -85.30142368695783, 35.08498110632786, -85.29652252380498, 35.08498110632786, -85.29407194222858, 35.08073657452945","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.29897311,5,4
394,2,19,1,19,0,0,"-85.28672019749939, 35.076492042731104, -85.28917077907573, 35.0722475109327, -85.29407194222858, 35.0722475109327, -85.29652252380498, 35.076492042731104, -85.29407194222858, 35.08073657452945, -85.28917077907573, 35.08073657452945, -85.28672019749939, 35.076492042731104","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.29162136,1,0
395,0,3,0,3,0,0,"-85.27936845277014, 35.08073657452945, -85.28181903434665, 35.076492042731104, -85.28672019749939, 35.076492042731104, -85.28917077907573, 35.08073657452945, -85.28672019749939, 35.08498110632786, -85.28181903434665, 35.08498110632786, -85.27936845277014, 35.08073657452945","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.28426962,0,0
396,0,0,0,0,0,0,"-85.27201670804106, 35.076492042731104, -85.2744672896174, 35.0722475109327, -85.27936845277014, 35.0722475109327, -85.28181903434665, 35.076492042731104, -85.27936845277014, 35.08073657452945, -85.2744672896174, 35.08073657452945, -85.27201670804106, 35.076492042731104","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.27691787,0,0
397,6,2,0,1,0,0,"-85.26466496331182, 35.08073657452945, -85.26711554488821, 35.076492042731104, -85.27201670804106, 35.076492042731104, -85.2744672896174, 35.08073657452945, -85.27201670804106, 35.08498110632786, -85.26711554488821, 35.08498110632786, -85.26466496331182, 35.08073657452945","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.26956613,6,1
398,1,14,0,15,0,0,"-85.25731321858262, 35.076492042731104, -85.25976380015896, 35.0722475109327, -85.26466496331182, 35.0722475109327, -85.26711554488821, 35.076492042731104, -85.26466496331182, 35.08073657452945, -85.25976380015896, 35.08073657452945, -85.25731321858262, 35.076492042731104","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.26221438,1,1
399,0,6,0,5,0,0,"-85.24996147385338, 35.08073657452945, -85.25241205542983, 35.076492042731104, -85.25731321858262, 35.076492042731104, -85.25976380015896, 35.08073657452945, -85.25731321858262, 35.08498110632786, -85.25241205542983, 35.08498110632786, -85.24996147385338, 35.08073657452945","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.25486264,0,1
400,2,25,1,15,1,3,"-85.24260972912424, 35.076492042731104, -85.24506031070064, 35.0722475109327, -85.24996147385338, 35.0722475109327, -85.25241205542983, 35.076492042731104, -85.24996147385338, 35.08073657452945, -85.24506031070064, 35.08073657452945, -85.24260972912424, 35.076492042731104","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.24751089,1,10
401,2,5,0,6,0,0,"-85.23525798439505, 35.08073657452945, -85.23770856597139, 35.076492042731104, -85.24260972912424, 35.076492042731104, -85.24506031070064, 35.08073657452945, -85.24260972912424, 35.08498110632786, -85.23770856597139, 35.08498110632786, -85.23525798439505, 35.08073657452945","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.24015915,2,1
402,2,8,2,5,0,0,"-85.2279062396658, 35.076492042731104, -85.2303568212422, 35.0722475109327, -85.23525798439505, 35.0722475109327, -85.23770856597139, 35.076492042731104, -85.23525798439505, 35.08073657452945, -85.2303568212422, 35.08073657452945, -85.2279062396658, 35.076492042731104","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.2328074,0,3
403,0,9,0,8,1,2,"-85.22055449493655, 35.08073657452945, -85.22300507651306, 35.076492042731104, -85.2279062396658, 35.076492042731104, -85.2303568212422, 35.08073657452945, -85.2279062396658, 35.08498110632786, -85.22300507651306, 35.08498110632786, -85.22055449493655, 35.08073657452945","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.22545566,0,1
404,0,2,0,2,0,0,"-85.21320275020747, 35.076492042731104, -85.21565333178387, 35.0722475109327, -85.22055449493655, 35.0722475109327, -85.22300507651306, 35.076492042731104, -85.22055449493655, 35.08073657452945, -85.21565333178387, 35.08073657452945, -85.21320275020747, 35.076492042731104","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.21810391,0,0
405,5,4,1,4,1,5,"-85.20585100547828, 35.08073657452945, -85.20830158705462, 35.076492042731104, -85.21320275020747, 35.076492042731104, -85.21565333178387, 35.08073657452945, -85.21320275020747, 35.08498110632786, -85.20830158705462, 35.08498110632786, -85.20585100547828, 35.08073657452945","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.21075217,4,0
406,1,16,0,15,0,0,"-85.19849926074903, 35.076492042731104, -85.20094984232549, 35.0722475109327, -85.20585100547828, 35.0722475109327, -85.20830158705462, 35.076492042731104, -85.20585100547828, 35.08073657452945, -85.20094984232549, 35.08073657452945, -85.19849926074903, 35.076492042731104","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.20340042,1,1
407,2,18,0,16,0,0,"-85.1911475160199, 35.08073657452945, -85.1935980975963, 35.076492042731104, -85.19849926074903, 35.076492042731104, -85.20094984232549, 35.08073657452945, -85.19849926074903, 35.08498110632786, -85.1935980975963, 35.08498110632786, -85.1911475160199, 35.08073657452945","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.19604868,2,2
408,4,13,2,10,1,2,"-85.1837957712907, 35.076492042731104, -85.18624635286704, 35.0722475109327, -85.1911475160199, 35.0722475109327, -85.1935980975963, 35.076492042731104, -85.1911475160199, 35.08073657452945, -85.18624635286704, 35.08073657452945, -85.1837957712907, 35.076492042731104","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.18869693,2,3
409,2,8,0,7,0,0,"-85.17644402656146, 35.08073657452945, -85.17889460813785, 35.076492042731104, -85.1837957712907, 35.076492042731104, -85.18624635286704, 35.08073657452945, -85.1837957712907, 35.08498110632786, -85.17889460813785, 35.08498110632786, -85.17644402656146, 35.08073657452945","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.18134519,2,1
410,3,16,2,11,1,2,"-85.16909228183226, 35.076492042731104, -85.17154286340872, 35.0722475109327, -85.17644402656146, 35.0722475109327, -85.17889460813785, 35.076492042731104, -85.17644402656146, 35.08073657452945, -85.17154286340872, 35.08073657452945, -85.16909228183226, 35.076492042731104","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.17399344,1,5
411,0,6,0,4,0,0,"-85.16174053710313, 35.08073657452945, -85.16419111867953, 35.076492042731104, -85.16909228183226, 35.076492042731104, -85.17154286340872, 35.08073657452945, -85.16909228183226, 35.08498110632786, -85.16419111867953, 35.08498110632786, -85.16174053710313, 35.08073657452945","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.1666417,0,2
412,0,0,0,0,0,0,"-85.15438879237394, 35.076492042731104, -85.15683937395028, 35.0722475109327, -85.16174053710313, 35.0722475109327, -85.16419111867953, 35.076492042731104, -85.16174053710313, 35.08073657452945, -85.15683937395028, 35.08073657452945, -85.15438879237394, 35.076492042731104","-85.15438879237394, -85.15683937395028, -85.16174053710313, -85.16419111867953, -85.16174053710313, -85.15683937395028, -85.15438879237394","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.15928996,0,0
413,0,1,0,0,1,2,"-85.14703704764469, 35.08073657452945, -85.14948762922103, 35.076492042731104, -85.15438879237388, 35.076492042731104, -85.15683937395028, 35.08073657452945, -85.15438879237388, 35.08498110632786, -85.14948762922103, 35.08498110632786, -85.14703704764469, 35.08073657452945","-85.14703704764469, -85.14948762922103, -85.15438879237388, -85.15683937395028, -85.15438879237388, -85.14948762922103, -85.14703704764469","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.15193821,0,1
414,0,0,0,0,0,0,"-85.13968530291544, 35.076492042731104, -85.14213588449195, 35.0722475109327, -85.14703704764469, 35.0722475109327, -85.14948762922103, 35.076492042731104, -85.14703704764469, 35.08073657452945, -85.14213588449195, 35.08073657452945, -85.13968530291544, 35.076492042731104","-85.13968530291544, -85.14213588449195, -85.14703704764469, -85.14948762922103, -85.14703704764469, -85.14213588449195, -85.13968530291544","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.14458647,0,0
415,0,0,0,0,0,0,"-85.13233355818636, 35.08073657452945, -85.1347841397627, 35.076492042731104, -85.13968530291544, 35.076492042731104, -85.14213588449195, 35.08073657452945, -85.13968530291544, 35.08498110632786, -85.1347841397627, 35.08498110632786, -85.13233355818636, 35.08073657452945","-85.13233355818636, -85.1347841397627, -85.13968530291544, -85.14213588449195, -85.13968530291544, -85.1347841397627, -85.13233355818636","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.13723472,0,0
416,15,0,4,0,0,0,"-85.12498181345711, 35.076492042731104, -85.12743239503351, 35.0722475109327, -85.13233355818636, 35.0722475109327, -85.1347841397627, 35.076492042731104, -85.13233355818636, 35.08073657452945, -85.12743239503351, 35.08073657452945, -85.12498181345711, 35.076492042731104","-85.12498181345711, -85.12743239503351, -85.13233355818636, -85.1347841397627, -85.13233355818636, -85.12743239503351, -85.12498181345711","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.12988298,11,0
417,0,0,0,0,0,0,"-85.11763006872792, 35.08073657452945, -85.12008065030426, 35.076492042731104, -85.12498181345711, 35.076492042731104, -85.12743239503351, 35.08073657452945, -85.12498181345711, 35.08498110632786, -85.12008065030426, 35.08498110632786, -85.11763006872792, 35.08073657452945","-85.11763006872792, -85.12008065030426, -85.12498181345711, -85.12743239503351, -85.12498181345711, -85.12008065030426, -85.11763006872792","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.12253123,0,0
418,2,0,0,0,1,1,"-85.11027832399867, 35.076492042731104, -85.11272890557512, 35.0722475109327, -85.11763006872792, 35.0722475109327, -85.12008065030426, 35.076492042731104, -85.11763006872792, 35.08073657452945, -85.11272890557512, 35.08073657452945, -85.11027832399867, 35.076492042731104","-85.11027832399867, -85.11272890557512, -85.11763006872792, -85.12008065030426, -85.11763006872792, -85.11272890557512, -85.11027832399867","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",35.07649204,-85.11517949,2,0
419,0,0,0,0,0,0,"-85.10292657926954, 35.08073657452945, -85.10537716084593, 35.076492042731104, -85.11027832399867, 35.076492042731104, -85.11272890557512, 35.08073657452945, -85.11027832399867, 35.08498110632786, -85.10537716084593, 35.08498110632786, -85.10292657926954, 35.08073657452945","-85.10292657926954, -85.10537716084593, -85.11027832399867, -85.11272890557512, -85.11027832399867, -85.10537716084593, -85.10292657926954","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",35.08073657,-85.10782774,0,0
